cmdCode,primaryValue,netWgt,qty,qtyUnitAbbr
293321,22959.0,8470.0,8470.0,
293329,354713.0,14697.0,14697.0,
293331,10419.0,651.0,651.0,
293339,12824.0,30.0,30.0,
293349,3769.0,30.0,30.0,
293355,576994.0,37482.0,37482.0,
293359,19255.0,2036.0,2036.0,
293361,4463973.0,3001209.0,3001209.0,
293369,1366297.0,460885.0,460885.0,
293371,204350.0,7800.0,7800.0,
293391,330607.0,26183.0,26183.0,
293399,164754.0,8843.0,8843.0,
293410,3984.0,30.0,30.0,
293420,63265.0,9046.0,9046.0,
293499,130601321.0,10261221.0,10261221.0,
293500,2537355.0,279567.0,279567.0,
293621,29282.0,7219.0,7219.0,
293622,65123.0,8545.0,8545.0,
293625,7.0,10.0,10.0,
293626,96913.0,1223.0,1223.0,
293627,98746.0,20910.0,20910.0,
293628,353232.0,18327.0,18327.0,
293629,1935388.0,42207.0,42207.0,
293690,985991.0,133256.0,133256.0,
293719,6936.0,1675.0,1675.0,
293721,63985.0,928.0,928.0,
293722,437.0,25.0,25.0,
293723,412410.0,956.0,956.0,
293790,68785.0,1364.0,1364.0,
293890,516343.0,189599.0,189599.0,
293920,15723760.0,134335.0,134335.0,
293930,14500.0,1500.0,1500.0,
293942,11100.0,200.0,200.0,
293949,185127.0,16113.0,16113.0,
294000,18053717.0,20224322.0,20224322.0,
294110,781355.0,24863.0,24863.0,
294150,47828.0,6131.0,6131.0,
294190,249011.0,2863.0,2863.0,
294200,202844.0,142862.0,142862.0,
300190,6418.0,5629.0,5629.0,
300210,201614.0,6786.0,6786.0,
300220,76380994.0,255604.0,255604.0,
300230,4899335.0,344777.0,344777.0,
300290,17435520.0,49530.0,49530.0,
300310,65094.0,25326.0,25326.0,
300320,2663079.0,181091.0,181091.0,
300339,190778.0,5720.0,5720.0,
300390,26188504.0,1849510.0,1849510.0,
300410,48261339.0,794925.0,794925.0,
300420,7631059.0,268908.0,268908.0,
300431,541.0,74.0,74.0,
300432,4395082.0,29972.0,29972.0,
300439,42556758.0,2548663.0,2548663.0,
300440,10706.0,225.0,225.0,
300450,42030131.0,1678217.0,1678217.0,
300490,152533236.0,11115910.0,11115910.0,
300510,4280071.0,1951600.0,1951600.0,
