tahun,klasifikasi,isic5,isic3,isic2,n_perusahaan,tk_total,upah_total,nilai_output,biaya_input,nilai_tambah,modal,energi,bahan_total,bahan_impor,ekspor,n_eksportir,n_lapor_modal,n_asing,ULC,upah_per_pekerja,produktivitas,modal_per_pekerja,energi_per_pekerja,pangsa_impor,intensitas_ekspor
2009,Rev3,21015,210,21,30,13605,359714640,11853083090,4913940903,6939142187,104644249,248789287,4425392113,2552888034,3701601569,16,7,4,0.0518,26439885,510043527,7691602,18286607,0.5769,0.3123
2009,Rev3,21016,210,21,31,4584,84840193,2382789071,1554476890,828312181,15670542,104077723,1165682574,508409337,83020577,2,7,2,0.1024,18507896,180696375,3418530,22704564,0.4361,0.0348
2009,Rev3,21019,210,21,31,4212,129409354,1733896955,1291417161,442479794,1126899352,36946185,1158067440,359609094,239087868,3,12,2,0.2925,30723968,105052183,267544955,8771649,0.3105,0.1379
2009,Rev3,21020,210,21,219,28518,690876851,13337250344,9989426005,3347824339,337062948,236506254,8962218148,508581666,317668295,13,67,22,0.2064,24225992,117393377,11819305,8293227,0.0567,0.0238
2009,Rev3,21090,210,21,55,5861,114817324,2042593082,869555140,1173037942,724539632,8685062,560346982,117880700,296335282,4,15,3,0.0979,19590057,200142969,123620480,1481840,0.2104,0.1451
2009,Rev3,22110,221,22,181,16906,335093911,4477634128,2620678321,1856955807,945294663,36370285,2101704268,100535326,6625228,9,46,2,0.1805,19821005,109840045,55914744,2151324,0.0478,0.0015
2009,Rev3,22120,221,22,110,10527,366255797,4342608763,2147333730,2195275033,547991588,20476284,1519230837,3413512,0,0,44,0,0.1668,34792039,208537573,52055817,1945121,0.0022,0.0
2009,Rev3,22190,221,22,169,13835,331350102,2588077835,1436970434,1151107401,1333878626,19495072,1206953737,52390434,16149067,6,45,4,0.2879,23950134,83202559,96413345,1409113,0.0434,0.0062
2009,Rev3,22210,222,22,160,13624,254069407,7967940017,5485554844,2482385173,153633885,107053059,4685825285,176909625,1902750,1,36,8,0.1023,18648665,182206780,11276709,7857682,0.0378,0.0002
2009,Rev3,22220,222,22,25,1558,24404692,198246425,44506143,153740282,68823833,3195119,29392955,7417216,0,0,3,3,0.1587,15664116,98677973,44174476,2050782,0.2523,0.0
2009,Rev3,22301,223,22,4,114,2040559,6071515,3575861,2495654,125000,25769,2508119,792000,0,0,1,0,0.8176,17899640,21891702,1096491,226044,0.3158,0.0
2009,Rev3,22302,223,22,2,56,1102752,584342,0,584342,1175000,0,0,0,0,0,1,0,1.8872,19692000,10434679,20982143,0,,0.0
2009,Rev3,23100,231,23,8,810,9186738,336531153,209993573,126537580,13111606,23064429,131203918,0,0,0,2,0,0.0726,11341652,156219235,16187168,28474604,0.0,0.0
2009,Rev3,23201,232,23,8,876,16730456,429938540,148495174,281443366,8652630,34034144,104933096,17325600,0,0,1,0,0.0594,19098694,321282381,9877432,38851763,0.1651,0.0
2009,Rev3,23202,232,23,5,421,12659612,387055362,79233156,307822206,0,3670035,65750952,3356967,245884230,1,0,2,0.0411,30070337,731169135,0,8717423,0.0511,0.6353
2009,Rev3,23203,232,23,36,3561,67507785,5639017025,4070079691,1568937334,50979561,138016651,3208287551,84524350,98547424,7,7,4,0.043,18957536,440588973,14316080,38757835,0.0263,0.0175
2009,Rev3,23204,232,23,12,903,31289507,1097408617,746498992,350909625,704500,8257909,674872658,436408752,295126,2,1,4,0.0892,34650617,388604236,780177,9144971,0.6467,0.0003
