hs6,cif_usd,kg,Pm_usd_per_kg,Pm_rp_per_kg,isic3,isic4,bec1,intermediate
271210,6886711.0,3144103.0,2.190358,20560.08,2320,1920,2,1
271220,12106361.0,8796373.0,1.37629,12918.73,2320,1920,2,1
271290,32158524.0,17488188.0,1.838871,17260.8,2320,1920,2,1
271311,14382587.0,74493800.0,0.193071,1812.29,2320,1920,2,1
271312,35065071.0,56206783.0,0.623858,5855.93,2320,1920,2,1
271320,537143854.0,813772155.0,0.660067,6195.8,2320,1920,2,1
271390,1175.0,7.0,167.857143,1575612.89,2320,1920,2,1
271410,2156632.0,3661683.0,0.588973,5528.47,1110,0610|0620|0910,2,1
271490,29181959.0,40446363.0,0.721498,6772.43,1429,0810|0899|0990,2,1
271500,3402502.0,1782622.0,1.908706,17916.32,2699,1312|2399|3290|3319,2,1
271600,255409.0,415147.0,0.615225,5774.89,4010,3510,3,0
280110,2325325.0,3199552.0,0.726766,6821.88,2411,1910|2011,2,1
280120,739822.0,24519.0,30.173417,283226.7,2411,1910|2011,2,1
280130,1037026.0,66384.0,15.621626,146634.42,2411,1910|2011,2,1
280200,55753605.0,193276846.0,0.288465,2707.71,2411,1910|2011,2,1
280300,201282622.0,154115430.0,1.306051,12259.42,2411,1910|2011,2,1
280410,654418.0,1558133.0,0.420001,3942.4,2411,1910|2011,2,1
280421,7634180.0,11087408.0,0.688545,6463.12,2411,1910|2011,2,1
280429,4284486.0,2205068.0,1.943018,18238.39,2411,1910|2011,2,1
280430,52618461.0,19792438.0,2.658513,24954.48,2411,1910|2011,2,1
280440,7796309.0,22771419.0,0.342373,3213.72,2411,1910|2011,2,1
280450,14208.0,5766.0,2.4641,23129.59,2411,1910|2011,2,1
280461,17293626.0,188525.0,91.731208,861046.91,2411,1910|2011,2,1
280469,20731159.0,9189000.0,2.256084,21177.03,2411,1910|2011,2,1
280470,17164261.0,318952.0,53.814558,505137.35,2411,1910|2011,2,1
280480,180327.0,106007.0,1.701086,15967.46,2411,1910|2011,2,1
280490,1951189.0,35720.0,54.624552,512740.46,2411,1910|2011,2,1
280511,1487476.0,804706.0,1.848471,17350.92,2411,1910|2011,2,1
280512,74563.0,70182.0,1.062423,9972.58,2411,1910|2011,2,1
280519,8740119.0,1990177.0,4.391629,41222.6,2411,1910|2011,2,1
280530,3809.0,357.0,10.669468,100150.35,2411,1910|2011,2,1
280540,203582.0,994.0,204.810865,1922483.81,2411,1910|2011,2,1
280610,2643447.0,10570886.0,0.250069,2347.3,2411,1910|2011,2,1
280620,1953.0,119.0,16.411765,154051.16,2411,1910|2011,2,1
280700,36073775.0,477420207.0,0.07556,709.25,2411,1910|2011,2,1
280800,6710043.0,12990619.0,0.51653,4848.47,2412,2012,2,1
280910,121110.0,48925.0,2.475422,23235.87,2411,1910|2011,2,1
280920,338989444.0,355302814.0,0.954086,8955.65,2411,1910|2011,2,1
281000,4487541.0,4336127.0,1.034919,9714.4,2411,1910|2011,2,1
281111,1437279.0,1077957.0,1.333336,12515.53,2411,1910|2011,2,1
281119,2050433.0,4129242.0,0.496564,4661.06,2411,1910|2011,2,1
281121,4462130.0,7382754.0,0.604399,5673.27,2411,1910|2011,2,1
281122,47213272.0,49519191.0,0.953434,8949.53,2411,1910|2011,2,1
281129,2795002.0,1135607.0,2.461241,23102.75,2411,1910|2011,2,1
281210,375601.0,173415.0,2.165908,20330.58,2411,1910|2011,2,1
281290,2727624.0,81043.0,33.656503,315921.14,2411,1910|2011,2,1
281310,5130574.0,5777760.0,0.887987,8335.2,2411,1910|2011,2,1
281390,222329.0,28790.0,7.722438,72487.67,2411,1910|2011,2,1
281410,206272179.0,338658927.0,0.609085,5717.26,2412,2012,2,1
281420,337956.0,78434.0,4.308795,40445.06,2412,2012,2,1
281511,9761620.0,14733043.0,0.662566,6219.27,2411,1910|2011,2,1
281512,12506172.0,38371013.0,0.325928,3059.36,2411,1910|2011,2,1
281520,15857504.0,13629438.0,1.163475,10921.1,2411,1910|2011,2,1
281530,642549.0,133094.0,4.827783,45316.62,2411,1910|2011,2,1
281610,2358698.0,769827.0,3.063933,28760.0,2411,1910|2011,2,1
281640,1479042.0,339715.0,4.353773,40867.26,2411,1910|2011,2,1
281700,18369877.0,8593207.0,2.137721,20065.99,2411,1910|2011,2,1
281810,3818243.0,4622963.0,0.82593,7752.7,2699,1312|2399|3290|3319,2,1
281820,199797681.0,518474227.0,0.385357,3617.2,2720,2420,2,1
281830,32463878.0,99238092.0,0.327131,3070.66,2411,1910|2011,2,1
281910,3148759.0,739347.0,4.258838,39976.14,2411,1910|2011,2,1
281990,2211060.0,386417.0,5.721953,53709.86,2411,1910|2011,2,1
282010,33725051.0,20650679.0,1.633121,15329.5,2411,1910|2011,2,1
282090,2232357.0,1436436.0,1.554094,14587.71,2411,1910|2011,2,1
282110,17034566.0,13077945.0,1.302541,12226.48,2411,1910|2011,2,1
282120,67303.0,12624.0,5.331353,50043.44,2411,1910|2011,2,1
282200,2153830.0,200415.0,10.74685,100876.71,2411,1910|2011,2,1
282300,26701027.0,7503099.0,3.558666,33403.89,2411,1910|2011,2,1
282410,1136778.0,271952.0,4.180069,39236.76,2411,1910|2011,2,1
282490,349901.0,125823.0,2.780899,26103.27,2411,1910|2011,2,1
282510,5567324.0,1533448.0,3.630592,34079.02,2411,1910|2011,2,1
282520,532930.0,79455.0,6.707319,62959.12,2411,1910|2011,2,1
282530,544792.0,33398.0,16.312114,153115.78,2411,1910|2011,2,1
282540,3312203.0,217988.0,15.194428,142624.47,2411,1910|2011,2,1
282550,6783864.0,1006704.0,6.738688,63253.57,2411,1910|2011,2,1
282560,60680.0,2580.0,23.51938,220767.72,2411,1910|2011,2,1
282570,238823.0,21346.0,11.188185,105019.35,2411,1910|2011,2,1
282580,8142501.0,816480.0,9.972689,93609.94,2411,1910|2011,2,1
282590,2645721.0,2004238.0,1.320063,12390.95,2411,1910|2011,2,1
282612,114831.0,48696.0,2.35812,22134.8,2411,1910|2011,2,1
282619,1286517.0,1362942.0,0.943926,8860.29,2411,1910|2011,2,1
282630,3536272.0,484956.0,7.291944,68446.78,2411,1910|2011,2,1
282690,2717016.0,1524451.0,1.782291,16729.71,2411,1910|2011,2,1
282710,5047535.0,19690883.0,0.256339,2406.16,2412,2012,2,1
282720,5673777.0,15931596.0,0.356134,3342.89,2411,1910|2011,2,1
282731,1013050.0,1161595.0,0.87212,8186.27,2411,1910|2011,2,1
282732,7236176.0,17956953.0,0.402973,3782.56,2411,1910|2011,2,1
282735,1331802.0,198859.0,6.697218,62864.3,2411,1910|2011,2,1
282739,4553723.0,4408100.0,1.033035,9696.72,2411,1910|2011,2,1
282741,1542832.0,174105.0,8.861503,83179.65,2411,1910|2011,2,1
282749,2336499.0,3675475.0,0.6357,5967.08,2411,1910|2011,2,1
282751,2814397.0,910800.0,3.090027,29004.94,2411,1910|2011,2,1
282759,1013957.0,497939.0,2.036308,19114.07,2411,1910|2011,2,1
282760,831971.0,31142.0,26.7154,250767.58,2411,1910|2011,2,1
282810,2128667.0,1794586.0,1.18616,11134.05,2411,1910|2011,2,1
282890,2033163.0,2402717.0,0.846193,7942.9,2411,1910|2011,2,1
282911,9903645.0,13505137.0,0.733324,6883.44,2411,1910|2011,2,1
282919,3936204.0,3215621.0,1.224088,11490.06,2411,1910|2011,2,1
282990,1916023.0,276271.0,6.935303,65099.12,2411,1910|2011,2,1
283010,6559864.0,9257810.0,0.708576,6651.14,2411,1910|2011,2,1
283090,1279000.0,326813.0,3.913553,36735.07,2411,1910|2011,2,1
283110,14252495.0,9240711.0,1.542359,14477.55,2411,1910|2011,2,1
283190,363429.0,142054.0,2.558386,24014.63,2411,1910|2011,2,1
283210,10835241.0,23015912.0,0.470772,4418.96,2411,1910|2011,2,1
283220,707098.0,978686.0,0.722497,6781.81,2411,1910|2011,2,1
283230,824560.0,1727224.0,0.47739,4481.09,2411,1910|2011,2,1
283311,27274466.0,206087538.0,0.132344,1242.26,2411,1910|2011,2,1
283319,6194828.0,48286111.0,0.128294,1204.25,2411,1910|2011,2,1
283321,2929632.0,11826325.0,0.247721,2325.27,2411,1910|2011,2,1
283322,158476.0,103798.0,1.526773,14331.25,2411,1910|2011,2,1
283324,3813245.0,533914.0,7.142058,67039.86,2411,1910|2011,2,1
283325,36206469.0,15154684.0,2.389127,22425.85,2411,1910|2011,2,1
283327,2424198.0,2486833.0,0.974813,9150.21,2411,1910|2011,2,1
283329,9224461.0,13816291.0,0.667651,6266.99,2411,1910|2011,2,1
283330,331385.0,241751.0,1.37077,12866.91,2411,1910|2011,2,1
283340,1865033.0,1588768.0,1.173886,11018.84,2411,1910|2011,2,1
283410,1876222.0,3292164.0,0.569905,5349.49,2412,2012,2,1
283421,1489916.0,1466416.0,1.016025,9537.06,2412,2012,2,1
283429,2864600.0,2495318.0,1.14799,10775.76,2411,1910|2011,2,1
283510,1784024.0,495042.0,3.603783,33827.38,2411,1910|2011,2,1
283522,2275700.0,2080156.0,1.094004,10269.02,2411,1910|2011,2,1
283524,8262376.0,4124325.0,2.003328,18804.5,2411,1910|2011,2,1
283525,44777225.0,75055650.0,0.596587,5599.94,2411,1910|2011,2,1
283526,13064760.0,18128339.0,0.720682,6764.77,2411,1910|2011,2,1
283529,3548068.0,3364253.0,1.054638,9899.49,2411,1910|2011,2,1
283531,18773136.0,17155273.0,1.094307,10271.86,2411,1910|2011,2,1
283539,14641982.0,7542788.0,1.94119,18221.23,2411,1910|2011,2,1
283620,222555797.0,872316489.0,0.255132,2394.83,2411,1910|2011,2,1
283630,29414590.0,86626669.0,0.339556,3187.28,2411,1910|2011,2,1
283640,9568486.0,8804786.0,1.086737,10200.8,2411,1910|2011,2,1
283650,26465095.0,121059767.0,0.218612,2052.03,2411,1910|2011,2,1
283660,3367913.0,5001181.0,0.673424,6321.18,2411,1910|2011,2,1
283691,81806.0,11809.0,6.927428,65025.21,2411,1910|2011,2,1
283692,723611.0,979708.0,0.738599,6932.95,2411,1910|2011,2,1
283699,9801211.0,10285502.0,0.952915,8944.66,2411,1910|2011,2,1
283711,26048634.0,8449085.0,3.083012,28939.1,2411,1910|2011,2,1
283719,372385.0,26708.0,13.942826,130876.15,2411,1910|2011,2,1
283720,94325.0,216002.0,0.436686,4099.01,2411,1910|2011,2,1
283911,1873060.0,4086840.0,0.458315,4302.03,2411,1910|2011,2,1
283919,16842624.0,46658654.0,0.360975,3388.34,2411,1910|2011,2,1
283990,10703127.0,9227418.0,1.159927,10887.8,2411,1910|2011,2,1
284011,30740.0,29438.0,1.044229,9801.79,2411,1910|2011,2,1
284019,37073013.0,59655245.0,0.621454,5833.36,2411,1910|2011,2,1
284020,1311318.0,324837.0,4.036849,37892.41,2411,1910|2011,2,1
284030,112514.0,33432.0,3.365458,31590.31,2411,1910|2011,2,1
284130,699311.0,407945.0,1.714229,16090.83,2411,1910|2011,2,1
284150,285021.0,51216.0,5.565077,52237.32,2411,1910|2011,2,1
284161,1395931.0,517815.0,2.69581,25304.57,2411,1910|2011,2,1
284169,755214.0,171413.0,4.405815,41355.76,2411,1910|2011,2,1
284170,446601.0,26952.0,16.570236,155538.67,2411,1910|2011,2,1
284180,110897.0,23901.0,4.639848,43552.53,2411,1910|2011,2,1
284190,1154886.0,193399.0,5.97152,56052.45,2411,1910|2011,2,1
284210,14631894.0,23103302.0,0.633325,5944.79,2411,1910|2011,2,1
284290,4429684.0,814954.0,5.435502,51021.05,2411,1910|2011,2,1
284310,2849377.0,50236.0,56.719822,532407.99,2411,1910|2011,2,1
284321,593696.0,9101.0,65.23415,612328.83,2411,1910|2011,2,1
284329,2590275.0,16682.0,155.273648,1457496.28,2411,1910|2011,2,1
284330,2867260.0,4502.0,636.885829,5978211.62,2411,1910|2011,2,1
284390,1727696.0,20713.0,83.411191,782949.99,2411,1910|2011,2,1
284420,176.0,45.0,3.911111,36712.15,2330,2011|2100|2420,2,1
284440,5856272.0,23484.0,249.37285,2340770.67,2330,2011|2100|2420,2,1
284510,30763.0,11400.0,2.698509,25329.9,2411,1910|2011,2,1
284590,32250.0,8615.0,3.743471,35138.57,2411,1910|2011,2,1
284610,924485.0,42782.0,21.609205,202837.61,2411,1910|2011,2,1
284690,2128499.0,84339.0,25.237423,236894.35,2411,1910|2011,2,1
284700,12141168.0,23596808.0,0.514526,4829.66,2411,1910|2011,2,1
284800,499254.0,88029.0,5.671472,53236.01,2411,1910|2011,2,1
284910,8042651.0,11688851.0,0.688062,6458.58,2411,1910|2011,2,1
284920,2481736.0,1211064.0,2.04922,19235.27,2411,1910|2011,2,1
284990,5197250.0,403845.0,12.869418,120800.46,2411,1910|2011,2,1
285000,422440.0,30488.0,13.855943,130060.61,2411,1910|2011,2,1
285200,177023.0,901.0,196.473918,1844227.97,2411,1910|2011,2,1
285300,110672.0,12873.0,8.597219,80698.91,2411,1910|2011,2,1
290110,18331443.0,11535493.0,1.589134,14916.61,2411,1910|2011,2,1
290121,879736575.0,716584951.0,1.227679,11523.77,2411,1910|2011,2,1
290122,375869312.0,292382805.0,1.285538,12066.87,2411,1910|2011,2,1
290123,43916760.0,29199763.0,1.504011,14117.59,2411,1910|2011,2,1
290124,113907638.0,42767903.0,2.663391,25000.26,2411,1910|2011,2,1
290129,19730337.0,12753046.0,1.547108,14522.13,2411,1910|2011,2,1
290211,722259.0,386344.0,1.869471,17548.03,2411,1910|2011,2,1
290219,5749655.0,2739762.0,2.098597,19698.75,2411,1910|2011,2,1
290220,252520360.0,212959129.0,1.185769,11130.38,2411,1910|2011,2,1
290230,148778946.0,122441002.0,1.215107,11405.76,2411,1910|2011,2,1
290241,50856356.0,33879141.0,1.501111,14090.37,2411,1910|2011,2,1
290242,446.0,3.0,148.666667,1395478.99,2411,1910|2011,2,1
290243,959504634.0,643406104.0,1.491289,13998.18,2411,1910|2011,2,1
290244,42015116.0,33137014.0,1.267921,11901.51,2411,1910|2011,2,1
290250,8133237.0,5354523.0,1.518947,14257.79,2411,1910|2011,2,1
290260,6831.0,251.0,27.215139,255458.44,2411,1910|2011,2,1
290270,4458622.0,2840196.0,1.569829,14735.4,2411,1910|2011,2,1
290290,18253726.0,8770325.0,2.081306,19536.45,2411,1910|2011,2,1
290311,1317561.0,886203.0,1.486749,13955.56,2411,1910|2011,2,1
290312,7575138.0,10547176.0,0.718215,6741.62,2411,1910|2011,2,1
290313,221406.0,50464.0,4.387405,41182.95,2411,1910|2011,2,1
290315,20751.0,1309.0,15.852559,148802.11,2411,1910|2011,2,1
290319,2589942.0,2090916.0,1.238664,11626.88,2411,1910|2011,2,1
290321,114076959.0,128312688.0,0.889054,8345.22,2411,1910|2011,2,1
290322,2839900.0,3583626.0,0.792466,7438.58,2411,1910|2011,2,1
290323,1939059.0,1084790.0,1.787497,16778.57,2411,1910|2011,2,1
290329,1789755.0,394641.0,4.535147,42569.75,2411,1910|2011,2,1
290331,717829.0,274115.0,2.618715,24580.91,2411,1910|2011,2,1
290339,8211133.0,1796726.0,4.570053,42897.4,2411,1910|2011,2,1
290341,80600.0,20000.0,4.03,37828.12,2411,1910|2011,2,1
290347,511284.0,150563.0,3.395814,31875.25,2411,1910|2011,2,1
290349,15073946.0,5398952.0,2.792013,26207.6,2411,1910|2011,2,1
290351,52650.0,650.0,81.0,760317.03,2411,1910|2011,2,1
290352,420.0,6.0,70.0,657064.1,2411,1910|2011,2,1
290359,461218.0,111315.0,4.143359,38892.18,2411,1910|2011,2,1
290361,8909098.0,4970046.0,1.792558,16826.08,2411,1910|2011,2,1
290362,152.0,19.0,8.0,75093.04,2411,1910|2011,2,1
290369,1265884.0,571168.0,2.216308,20803.66,2411,1910|2011,2,1
290410,4628812.0,2464617.0,1.878106,17629.09,2411,1910|2011,2,1
290420,304400.0,142769.0,2.132116,20013.38,2411,1910|2011,2,1
290490,1623853.0,601660.0,2.698955,25334.09,2411,1910|2011,2,1
290511,103477092.0,261865693.0,0.395153,3709.16,2411,1910|2011,2,1
290512,30862166.0,22807778.0,1.353142,12701.44,2411,1910|2011,2,1
290513,48457131.0,35484402.0,1.36559,12818.28,2411,1910|2011,2,1
290514,9650271.0,7440805.0,1.296939,12173.89,2411,1910|2011,2,1
290516,70333118.0,42580580.0,1.651765,15504.51,2411,1910|2011,2,1
290517,2833160.0,1092599.0,2.593046,24339.97,2411,1910|2011,2,1
290519,11053905.0,6651646.0,1.66183,15598.98,2411,1910|2011,2,1
290522,16513801.0,1833619.0,9.006125,84537.16,2411,1910|2011,2,1
290529,1935776.0,189102.0,10.236677,96087.89,2411,1910|2011,2,1
290531,457241093.0,396889510.0,1.152061,10813.97,2411,1910|2011,2,1
290532,63731386.0,36983281.0,1.723249,16175.5,2411,1910|2011,2,1
290539,13808916.0,3917754.0,3.524702,33085.08,2411,1910|2011,2,1
290541,2072716.0,809305.0,2.561106,24040.16,2411,1910|2011,2,1
290542,7445295.0,4703739.0,1.582846,14857.59,2411,1910|2011,2,1
290543,1810176.0,348928.0,5.187821,48696.16,2411,1910|2011,2,1
290544,2132942.0,2054980.0,1.037938,9742.74,2411,1910|2011,2,1
290545,2209137.0,2326726.0,0.949462,8912.24,2424,2023,2,1
290549,4759181.0,2038652.0,2.334474,21912.85,2411,1910|2011,2,1
290551,735.0,451.0,1.629712,15297.5,2411,1910|2011,2,1
290559,2472372.0,437923.0,5.645677,52993.89,2411,1910|2011,2,1
290611,25394117.0,829434.0,30.6162,287382.94,2411,1910|2011,2,1
290612,80403.0,4698.0,17.114304,160645.64,2411,1910|2011,2,1
290613,3522712.0,231601.0,15.210262,142773.11,2411,1910|2011,2,1
290619,9446021.0,590611.0,15.993642,150126.4,2411,1910|2011,2,1
290621,1401076.0,544740.0,2.572009,24142.49,2411,1910|2011,2,1
290629,3730520.0,561799.0,6.640311,62330.14,2411,1910|2011,2,1
290711,21790591.0,14593113.0,1.493211,14016.22,2411,1910|2011,2,1
290712,1686867.0,583109.0,2.892885,27154.44,2411,1910|2011,2,1
290713,6702349.0,3000557.0,2.233702,20966.93,2411,1910|2011,2,1
290715,1167171.0,412242.0,2.831276,26576.14,2411,1910|2011,2,1
290719,4519639.0,1504552.0,3.003977,28197.22,2411,1910|2011,2,1
290721,2386067.0,433918.0,5.498889,51616.04,2411,1910|2011,2,1
290722,3230932.0,321624.0,10.045681,94295.09,2411,1910|2011,2,1
290723,1022570.0,547074.0,1.869162,17545.13,2411,1910|2011,2,1
290729,2551712.0,383696.0,6.650348,62424.36,2411,1910|2011,2,1
290811,257958.0,28856.0,8.939493,83911.71,2411,1910|2011,2,1
290819,1462208.0,170971.0,8.552374,80277.97,2411,1910|2011,2,1
290891,906506.0,222172.0,4.080199,38299.32,2411,1910|2011,2,1
290899,747967.0,72222.0,10.356498,97212.62,2411,1910|2011,2,1
290911,2224.0,218.0,10.201835,95760.85,2411,1910|2011,2,1
290919,1074355.0,69468.0,15.465466,145168.61,2411,1910|2011,2,1
290920,2761652.0,43155.0,63.99379,600686.03,2411,1910|2011,2,1
290930,9696093.0,1218206.0,7.959321,74711.2,2411,1910|2011,2,1
290941,2377174.0,2384114.0,0.997089,9359.31,2411,1910|2011,2,1
290943,28090555.0,17024679.0,1.64999,15487.85,2411,1910|2011,2,1
290944,15665567.0,7715784.0,2.030327,19057.93,2411,1910|2011,2,1
290949,20591954.0,6954347.0,2.961019,27793.99,2411,1910|2011,2,1
290950,2262953.0,134735.0,16.795584,157653.93,2411,1910|2011,2,1
290960,4456568.0,1598003.0,2.788836,26177.77,2411,1910|2011,2,1
291010,200757.0,44116.0,4.550662,42715.38,2411,1910|2011,2,1
291020,33911315.0,20357075.0,1.665825,15636.48,2411,1910|2011,2,1
291030,2430260.0,914815.0,2.656559,24936.14,2411,1910|2011,2,1
291090,534933.0,65509.0,8.165794,76649.29,2411,1910|2011,2,1
291100,904865.0,286206.0,3.161586,29676.64,2411,1910|2011,2,1
291211,53631.0,83840.0,0.639683,6004.47,2411,1910|2011,2,1
291212,513481.0,113472.0,4.525178,42476.17,2411,1910|2011,2,1
291219,5082835.0,1375667.0,3.694815,34681.86,2411,1910|2011,2,1
291221,115165.0,33508.0,3.43694,32261.29,2411,1910|2011,2,1
291229,11272477.0,1440569.0,7.825017,73450.54,2411,1910|2011,2,1
291230,445198.0,78979.0,5.636916,52911.65,2411,1910|2011,2,1
291241,5294238.0,407583.0,12.989349,121926.22,2411,1910|2011,2,1
291242,4159479.0,223523.0,18.608729,174673.26,2411,1910|2011,2,1
291249,1223821.0,104019.0,11.76536,110437.08,2411,1910|2011,2,1
291250,193545.0,25931.0,7.463846,70060.36,2411,1910|2011,2,1
291260,6680213.0,8231771.0,0.811516,7617.4,2411,1910|2011,2,1
291300,73008.0,29873.0,2.443946,22940.42,2411,1910|2011,2,1
291411,21683427.0,21303282.0,1.017844,9554.13,2411,1910|2011,2,1
291412,36010476.0,27736057.0,1.298327,12186.92,2411,1910|2011,2,1
291413,6239875.0,3496743.0,1.784482,16750.27,2411,1910|2011,2,1
291419,851827.0,161607.0,5.270978,49476.72,2411,1910|2011,2,1
291421,2009220.0,412019.0,4.876523,45774.11,2411,1910|2011,2,1
291422,7952297.0,3897436.0,2.040392,19152.4,2411,1910|2011,2,1
291423,2720595.0,185865.0,14.637479,137396.6,2411,1910|2011,2,1
291429,17220093.0,1252413.0,13.749532,129061.77,2411,1910|2011,2,1
291439,2103891.0,405743.0,5.18528,48672.3,2411,1910|2011,2,1
291440,3669148.0,1139076.0,3.221162,30235.85,2411,1910|2011,2,1
291450,2879035.0,208825.0,13.786831,129411.88,2411,1910|2011,2,1
291461,146205.0,35365.0,4.134172,38805.94,2411,1910|2011,2,1
291469,770405.0,44238.0,17.415005,163468.21,2411,1910|2011,2,1
291470,802822.0,54033.0,14.857994,139466.49,2411,1910|2011,2,1
291511,2246601.0,2365040.0,0.949921,8916.56,2411,1910|2011,2,1
291512,903826.0,1452447.0,0.622278,5841.09,2411,1910|2011,2,1
291513,1186538.0,345429.0,3.434969,32242.79,2411,1910|2011,2,1
291521,51519090.0,104975190.0,0.490774,4606.71,2411,1910|2011,2,1
291524,336613.0,205620.0,1.637064,15366.51,2411,1910|2011,2,1
291529,10775486.0,3835779.0,2.809204,26368.96,2411,1910|2011,2,1
291531,35267651.0,34079649.0,1.03486,9713.84,2411,1910|2011,2,1
291532,50548150.0,49625975.0,1.018583,9561.06,2411,1910|2011,2,1
291533,8494589.0,6304771.0,1.347327,12646.86,2411,1910|2011,2,1
291536,12375.0,1217.0,10.168447,95447.45,2411,1910|2011,2,1
291539,31433389.0,13033128.0,2.411807,22638.74,2411,1910|2011,2,1
291540,3982312.0,3767043.0,1.057145,9923.03,2411,1910|2011,2,1
291550,6306660.0,2534003.0,2.488813,23361.57,2411,1910|2011,2,1
291560,11013529.0,4066350.0,2.708456,25423.27,2411,1910|2011,2,1
291570,22309643.0,10740845.0,2.077085,19496.82,2411,1910|2011,2,1
291590,40728017.0,13984777.0,2.912311,27336.78,2411,1910|2011,2,1
291611,12694634.0,6169595.0,2.057612,19314.04,2411,1910|2011,2,1
291612,52380506.0,27342138.0,1.915743,17982.37,2411,1910|2011,2,1
291613,4304285.0,1557574.0,2.763455,25939.53,2411,1910|2011,2,1
291614,103092744.0,47628368.0,2.164524,20317.59,2411,1910|2011,2,1
291615,2634410.0,1352193.0,1.94825,18287.5,2411,1910|2011,2,1
291619,10280596.0,2070547.0,4.965159,46606.11,2411,1910|2011,2,1
291620,31906435.0,1097040.0,29.084113,273001.8,2411,1910|2011,2,1
291631,13534611.0,7084790.0,1.910376,17931.99,2411,1910|2011,2,1
291632,1220282.0,722435.0,1.689124,15855.18,2411,1910|2011,2,1
291634,16178.0,1664.0,9.722356,91260.16,2411,1910|2011,2,1
291635,492720.0,10496.0,46.943598,440642.18,2411,1910|2011,2,1
291639,14078263.0,2752914.0,5.113949,48002.75,2411,1910|2011,2,1
291711,1773149.0,1438517.0,1.232623,11570.18,2411,1910|2011,2,1
291712,8326504.0,4176422.0,1.993693,18714.06,2411,1910|2011,2,1
291713,1322544.0,299279.0,4.419101,41480.46,2411,1910|2011,2,1
291714,3576609.0,2013084.0,1.776681,16677.05,2411,1910|2011,2,1
291719,5144254.0,1881493.0,2.734134,25664.3,2411,1910|2011,2,1
291720,2295156.0,932861.0,2.460341,23094.31,2411,1910|2011,2,1
291732,10620491.0,6402919.0,1.658695,15569.56,2411,1910|2011,2,1
291733,3746211.0,1710590.0,2.190011,20556.82,2411,1910|2011,2,1
291734,6019751.0,2554230.0,2.356777,22122.2,2411,1910|2011,2,1
291735,51921546.0,34173051.0,1.519371,14261.77,2411,1910|2011,2,1
291736,83406413.0,72856193.0,1.144809,10745.9,2411,1910|2011,2,1
291737,414185.0,270922.0,1.528798,14350.26,2411,1910|2011,2,1
291739,17578169.0,8788835.0,2.000057,18773.79,2411,1910|2011,2,1
291811,6766652.0,3159633.0,2.141594,20102.35,2411,1910|2011,2,1
291812,675711.0,222357.0,3.038856,28524.62,2411,1910|2011,2,1
291813,1582698.0,609220.0,2.597909,24385.61,2411,1910|2011,2,1
291814,42662092.0,40958017.0,1.041605,9777.16,2411,1910|2011,2,1
291815,13977570.0,9728522.0,1.436762,13486.35,2411,1910|2011,2,1
291816,5157870.0,5078298.0,1.015669,9533.71,2411,1910|2011,2,1
291818,3375.0,679.0,4.970545,46656.67,2411,1910|2011,2,1
291819,3745756.0,1444260.0,2.593547,24344.66,2411,1910|2011,2,1
291821,1501583.0,415513.0,3.613805,33921.45,2423,2100|3250,2,1
291822,1341747.0,343042.0,3.91132,36714.11,2423,2100|3250,2,1
291823,6794617.0,1951790.0,3.481223,32676.96,2423,2100|3250,2,1
291829,5303075.0,632574.0,8.383327,78691.19,2411,1910|2011,2,1
291830,8649522.0,781785.0,11.063812,103851.91,2411,1910|2011,2,1
291891,787139.0,425913.0,1.848122,17347.63,2411,1910|2011,2,1
291899,7387039.0,1060533.0,6.965402,65381.65,2411,1910|2011,2,1
291910,379289.0,95138.0,3.986725,37421.91,2411,1910|2011,2,1
291990,1108594.0,382671.0,2.89699,27192.97,2411,1910|2011,2,1
292011,567267.0,71932.0,7.886156,74024.43,2411,1910|2011,2,1
292019,916241.0,261902.0,3.498412,32838.3,2411,1910|2011,2,1
292090,1250543.0,591529.0,2.114086,19844.14,2411,1910|2011,2,1
292111,5525481.0,2709175.0,2.039544,19144.44,2411,1910|2011,2,1
292119,27959731.0,11742040.0,2.381165,22351.11,2411,1910|2011,2,1
292121,7369122.0,3366848.0,2.18873,20544.8,2411,1910|2011,2,1
292122,1343745.0,301071.0,4.463216,41894.56,2411,1910|2011,2,1
292129,11119246.0,3492680.0,3.183586,29883.14,2411,1910|2011,2,1
292130,19332924.0,11571288.0,1.670767,15682.87,2411,1910|2011,2,1
292141,3217576.0,1074523.0,2.994423,28107.54,2411,1910|2011,2,1
292142,6187762.0,2072850.0,2.985147,28020.47,2411,1910|2011,2,1
292143,138553.0,16940.0,8.179044,76773.66,2411,1910|2011,2,1
292144,685841.0,140786.0,4.871514,45727.1,2411,1910|2011,2,1
292145,2966235.0,818883.0,3.622294,34001.13,2411,1910|2011,2,1
292149,444722.0,98798.0,4.501326,42252.28,2411,1910|2011,2,1
292151,11495760.0,3489013.0,3.294846,30927.5,2411,1910|2011,2,1
292159,16070960.0,3425057.0,4.692173,44043.69,2411,1910|2011,2,1
292211,2130326.0,1338138.0,1.592008,14943.59,2411,1910|2011,2,1
292212,3445679.0,2490850.0,1.383335,12984.85,2411,1910|2011,2,1
292213,3767267.0,1908666.0,1.97377,18527.05,2411,1910|2011,2,1
292219,10366797.0,887295.0,11.683597,109669.6,2411,1910|2011,2,1
292221,7901905.0,2321275.0,3.404123,31953.24,2411,1910|2011,2,1
292229,4856554.0,624229.0,7.780084,73028.77,2411,1910|2011,2,1
